no. with space,sender,message,date,geolat,geolon
470,AkoSiKoyote,run for yolanda victims ( @ fitness first platinum w / 3 others ) http : / / t.co / 6ptnjftj72,Thu Nov 14 14:37:57 CST 2013,14.5606770,121.0163355
472,juzjhean,i read a post na ang daming stock na food pero lhat nasa airport lang ! di dinidistribute ! shame on these officials . # yolandaph # corruptsystem,Thu Nov 14 14:39:03 CST 2013,14.3116161,120.9732643
473,maldita_moi,# yolandaph # reliefph let us all make this weekend our biggesr cheat day . no diets muna . eat at restos who will give profits to typhoon vctm,Thu Nov 14 14:40:36 CST 2013,14.5789711,121.0478847
474,SanicoDee,saw a convoy of army troops in c5-slex southbound . these men in uniform seem like they &apos;re to be deployed for relief operations . # yolandaph,Thu Nov 14 14:41:38 CST 2013,14.5500900,121.0526600
475,Trongskie,ph officials doin the blame-game. there goes ur stupid votes . # yolandaph,Thu Nov 14 14:47:31 CST 2013,14.5716897,121.0504180
476,apolisms,@ inquirerdotnet @ cnnlive @ gmanews phase4ext v &amp; g subd is still flooded.the h20 stinks &amp; it &apos;s &quot; fermenting &quot; # yolandaph http : / / t.co / kc9tum4wfo,Thu Nov 14 14:51:45 CST 2013,14.5573329,121.0211810
477,Nagkakaixia,in love with ola &apos;s shirt ? ? &quot; dedicating my game to the victims of yolanda &quot; ? ? # animosanbeda,Thu Nov 14 14:52:50 CST 2013,14.5329651,120.9851528
478,novaclotario,"@ smartcares fires up instant network in borongan , samar with # vodafonefoundation # tawagna # yolandaph",Thu Nov 14 14:54:36 CST 2013,14.5587916,121.0180757
480,PaulXavierE,overwhelming support from citi &amp; colleagues around the globe . our team has been very responsive / generous as well . # bahaiyanihan # yolandaph,Thu Nov 14 14:57:44 CST 2013,14.5613430,121.0223516
481,makilingmiracle,"shalom ? ? &quot; @ ancalerts : levene ( israel embassy ) : the 1st thing is to get our things up &amp; running in areas with no water , sanitation # yolandaph ”",Thu Nov 14 15:01:01 CST 2013,14.5541099,121.0489040
482,oNyang01,nakaka overwhelm yung mga tulong and efforts na binibigay ng ibang country satin . its so touching # yolandaph # justsayin,Thu Nov 14 15:02:36 CST 2013,14.6572724,120.9925183
483,benchtm,&quot; thanks to kristv for helping us reach out to the victims of super typhoon yolanda . we are one with … http : / / t.co / tydryx91gk &quot;,Thu Nov 14 15:03:09 CST 2013,14.6923614,121.1076946
484,mikes511,mr mar roxas we do not need to hear you defense statements . we need concrete plans that are put into actions . # yolanda # typhoonhaiyan,Thu Nov 14 15:03:35 CST 2013,14.6019399,121.0504359
485,riseup21,"“ @ govph : @ riseup21 : # tacloban : repacking of relief goods , for distribution to surrounding areas . # yolandaph",Thu Nov 14 15:06:00 CST 2013,14.3716284,120.9218425
486,akongasiNHX,"&quot; now on anc : adam levene ( deputy chief of mission , israel embassy in ph ) on relief efforts for typhoon survivors # yolandaph ” love his name !",Thu Nov 14 15:19:28 CST 2013,15.1456727,120.5939317
487,TriciaCentenera,congratulations @ manilasurfers on a successful auction fundraiser last night for # yolandaph # samar it … http : / / t.co / vmsqsuxkis,Thu Nov 14 15:21:34 CST 2013,14.5564918,121.0347503
488,jameslucena,been avoiding tweeting about foods and fashion for days because of the yolanda situation so id like to apologize for the coming tweets .,Thu Nov 14 15:22:32 CST 2013,14.2890089,120.8911983
489,ALYmawSaBanga,repost from @ angelo _ ochoa overflowing donations and voluteers for the yolanda victims ! super … http : / / t.co / k9ejlvwnnf,Thu Nov 14 15:24:15 CST 2013,14.6378184,121.0381794
490,iamJillS,"transparency in accounting foreign aid , an ill-prepared ph government , and more in our morning roundup : http : / / t.co / izxrh9lzzs . # yolandaph",Thu Nov 14 15:25:32 CST 2013,14.6281864,121.0985408
491,iamJillS,"for more on super typhoon # yolandaph &apos;s aftermath , visit http : / / t.co / zeamv13k84 .",Thu Nov 14 15:25:44 CST 2013,14.6281864,121.0985408
492,HeyItsAbbiie,ang pag-ibig ko sayo parang bagyo sayolandapat &lt; 3 : ) ),Thu Nov 14 15:30:27 CST 2013,14.3230382,121.0260031
493,bouie18,guevarian . proud to be . 2004 # ballerforacause # guevarian # prayforthephilippines # yolandaph # haiyan @ … http : / / t.co / whfbfi4hpi,Thu Nov 14 15:32:31 CST 2013,14.3601985,121.4804610
494,myapolicous,# prayforthephilippines # strongerph # likeforlikes # yolandaph # instapost @ philippines http : / / t.co / fwqxlfiamt,Thu Nov 14 15:33:48 CST 2013,14.6109093,121.0851019
495,ghiannelovesyou,an apple a day take all my worries away ! # prayers # typhoonyolandavictims # idonate @ hillcrest condominium http : / / t.co / 1eukrnek6u,Thu Nov 14 15:35:06 CST 2013,14.6245754,121.0409932
496,xtianmismo,"our company will donate 100,000 pesos to the affected areas of typhoon yolanda .",Thu Nov 14 15:38:25 CST 2013,14.5510228,121.0176094
497,iamHunnyBee,"living up to their mantra . way to go , queen @ mytavergara ! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? # yolandaactionweekend … http : / / t.co / i2dk4t3w19",Thu Nov 14 15:41:05 CST 2013,14.5495863,121.0480392
498,jarv_is21,"“ @ karen _ davila : what a painful intrvw watching a mother on cnn saying &quot; my 2 daughters died &quot; , still w a calm smile . # yolandaph ”",Thu Nov 14 15:41:43 CST 2013,14.5582142,121.0077054
499,djfrancie_13,# tulongna # tabangna # typhoonyolanda # sulong bangon wag susuko . posible ! ! @ acquire asia pacific http : / / t.co / shnrvts8re,Thu Nov 14 15:44:21 CST 2013,14.5829119,121.0514740
500,wbuenaventura82,“ @ g3cafe : thank you @ cnn for your continued coverage of typhoon haiyan / yolanda . # prayforthephilippines ”,Thu Nov 14 15:46:40 CST 2013,14.6615136,120.9440370
501,BatoYesfmManila,operation tabang : nationwide coverage sa lahat ng # yesfm # loveradio # hotfm sa bagyong # yolandaph … http : / / t.co / tgwe6odlfj,Thu Nov 14 15:48:00 CST 2013,14.5575496,120.9859601
502,as653g,ang saya malaman na ung pamilya nmin sa tacloban ay safe ... ang msaket lng ala na daw sila bhay at wala dn pera pambili ng food . # yolandaph,Thu Nov 14 15:48:11 CST 2013,14.5965262,120.9685428
503,BoyRoyalty,puro na lang kayo press briefing ! # yolandaph,Thu Nov 14 15:49:06 CST 2013,14.5732376,121.0442561
504,RawxAzupardo,"everything is heart breaking ! yolanda serves as an eye opener to us all . when the going gets tough , nagtatago ang mga dapat tumutulong !",Thu Nov 14 15:50:44 CST 2013,14.5541787,121.0615980
505,john_carlo20,del rosario : rehabilitation phase will start if relief operations is stable . # yolandaph @ sunstaronline http : / / t.co / z2zbzjlcar,Thu Nov 14 15:50:47 CST 2013,14.6103860,121.0653630
506,CarliitORDx,iglesia ni cristo continue to pack relief goods for yolanda victims # carlosmendieta _ here,Thu Nov 14 15:52:11 CST 2013,14.6643983,121.0600253
508,Celyne08,"instead of sending hate tweets to the govt or against fellow filipinoes , lets all do our part by helping and sharing . # yolandaph",Thu Nov 14 15:52:30 CST 2013,14.3366841,121.0552857
509,MoyeThoxD_,iglesia ni cristo continue to pack relief goods for yolanda victims : the pile of relief good has doubled in si ... http : / / t.co / dosyfet2eu,Thu Nov 14 15:52:55 CST 2013,14.6643983,121.0600253
510,VigoteHDx,iglesia ni cristo continue to pack relief goods for yolanda victims : the pile of relief good has doubled in size since my last post . ...,Thu Nov 14 15:53:04 CST 2013,14.6643983,121.0600253
511,Celyne08,masyado ng maraming problema wag na tayo dumagdag sa problema . spread positivity and not negativity # yolandaph,Thu Nov 14 15:53:18 CST 2013,14.3289893,121.0428878
512,yumifaeldo,"if he can only blame gloria for this , he would have done so on # day1 . # yolandaph # nasanayngmangsisi",Thu Nov 14 15:54:26 CST 2013,14.5836145,121.1031996
513,kittyfabuloso,relief operations in the office . # yolanda2013 # instasize @ philippine stock exchange centre http : / / t.co / 9m9mczktyz,Thu Nov 14 15:54:42 CST 2013,14.5829338,121.0618138
514,KROCKSSSS,ang dalda ni kuya ... mag pack muna tayo ... # help # relief # reliefoperation # yolanda # up # upm @ … http : / / t.co / 0hyupwwcex,Thu Nov 14 15:55:06 CST 2013,14.5773742,120.9853935
515,imeljin,volunteerisn works for yolanda victims . # reliefph # bangonpilipinas,Thu Nov 14 15:56:31 CST 2013,14.5423858,121.0073865
516,imeljin,volunteerism works for yolanda victims . # reliefph # bangonpilipinas,Thu Nov 14 15:58:12 CST 2013,14.5423858,121.0073865
517,allenelefano,"after praying for the victims of yolanda , the youth put their love into action . # reliefgoods … http : / / t.co / q7azhjfkyh",Thu Nov 14 16:00:12 CST 2013,14.6224149,121.0589700
518,AnneChiiik,"@ dlucem @ jimalee29 @ yyssayy @ issandragee nako , may sarili ksi kming foundation . kaltas sweldo and outreach program kmi on sat for # yolanda",Thu Nov 14 16:00:41 CST 2013,14.5599192,121.0314522
519,carmscastelo,@ yahooph rape is too much for the typhoon survivors # yolandaph . let &apos;s do something to stop this .,Thu Nov 14 16:03:36 CST 2013,14.6472669,121.0365526
520,Celyne08,“ @ romejohn : philippines is the most loved country in the world today . # haiyan # yolandaph ” -agree ..,Thu Nov 14 16:06:38 CST 2013,14.3290803,121.0428307
521,jhoana09,# livemore # colorfulbags # gigilmagrepack # irm # reliefph # yolandaph with tintamaca @ sellejo @ camimsy … http : / / t.co / tfl4h5zzus,Thu Nov 14 16:10:06 CST 2013,14.5791416,120.9867947
522,MarkSiao,"rescue run 2013 , for # yolandaph victims on nov . 16 , 2013 ! http : / / t.co / 02aqhuw8n2",Thu Nov 14 16:12:57 CST 2013,14.6564453,120.9818423
523,detzky20,"&quot; for the victim of typhoon &quot; &quot; yolanda &quot; &quot; go standard insurance co . , inc. and thanks for all the employees … http : / / t.co / kv8q8rmfs8 &quot;",Thu Nov 14 16:16:30 CST 2013,14.5617154,121.0258949
524,bugsycutee,sama-sama tulong-tulong para sa pagbangon . # yolandaph # reliefph # bangonpilipinas # volunteer @ camp … http : / / t.co / x74oexh6y8,Thu Nov 14 16:20:12 CST 2013,14.6110176,121.0627767
525,Lesizzle_,# yolandaph @ ateneo college covered courts http : / / t.co / mp6f3rek0q,Thu Nov 14 16:23:54 CST 2013,14.6369075,121.0788900
526,maldita_moi,"&quot; @ philippinestar : . @ smartcares &apos; libreng tawag will be available tomorrow for affected families in libertad , antique # yolandaph &quot;",Thu Nov 14 16:28:39 CST 2013,14.5789768,121.0478821
528,ilevel80s,let us pray &amp; continue helping the victims of typhoon # yolandaph # haiyan . cibo branches are accepting … http : / / t.co / x3gtroe7sj,Thu Nov 14 16:36:34 CST 2013,14.5323611,121.0229445
529,AjAmosin14,nasama yata ni bagyong yolanda ang ating nararamdaman para sa isa &apos;t isa .,Thu Nov 14 16:42:32 CST 2013,14.6093233,120.9872264
530,jheanne_arce,"cheque turn-over for the typhoon yolanda relief operation , special thanks to doc @ nimfaaguila . @ … http : / / t.co / yfrifsk4dn",Thu Nov 14 16:45:49 CST 2013,14.5583509,121.0262489
531,GhellyBee,grocery done and now preparin &apos; for our old clothes to donate for the victim of yolanda typhoon . ? ? ? ? ? ? # shareourblessings,Thu Nov 14 16:48:39 CST 2013,14.5354338,121.0708787
533,imeljin,its okay to give negative criticisms but please make sure that you have already done something for the yolanda victims ! ! !,Thu Nov 14 16:51:52 CST 2013,14.5420442,121.0073011
534,iMRSL,@ rozanemicah tapos the money will proceed to the victims of typhoon yolanda .,Thu Nov 14 16:53:05 CST 2013,14.5756961,121.0068587
535,mitchfernando,sketchers donated 3000 pairs of shoes for children . wow . # bangonpilipinas # yolandaph,Thu Nov 14 16:53:14 CST 2013,14.5621203,121.2061886
536,prettee_teena,rt @ fashionpulis : i pray that this whole # yolandaph tragedy will make filipinos wiser voters. http : / / t.co / ydirn72hkr,Thu Nov 14 16:53:24 CST 2013,14.7443500,121.0423700
537,micaboyd,grabe may mga buntis pa . ang laki na ng tyan nya . anytime pwde na nya ilabas baby nya .. grabee .. # tacloban # yolanda,Thu Nov 14 16:53:32 CST 2013,14.7121063,121.0595257
538,rachelfeliciaa,kids who survived from yolanda are all excited to get their new slippers ? ? ? ? @ villamor air base http : / / t.co / vtjymv8uq8,Thu Nov 14 16:59:16 CST 2013,14.5192357,121.0270119
539,khristinacarla,my former undergrad school had its fair share for the yolanda victims . @ asia pacific college of … http : / / t.co / mkqenj6p43,Thu Nov 14 17:00:14 CST 2013,14.6794407,120.5335808
540,challyrovs,bestank employees just reached 1m php donation for yolanda victims . # gooddeeds # prayersanddonations … http : / / t.co / ev3i7cifad,Thu Nov 14 17:01:42 CST 2013,14.7203893,120.9854147
541,alejaquino,@ karen _ davila bakit ? marami din naman namatay sa hurricane katrina . # yolandaph,Thu Nov 14 17:02:31 CST 2013,14.9120532,121.0527094
542,aliasroswell,"&quot; tulong kahit konti , kahit maliit . tulong ngaun na ! # prayforthephilippines # yolandaph @ evangelista , … http : / / t.co / i820bzj9yj &quot;",Thu Nov 14 17:04:30 CST 2013,14.5409361,121.0113937
543,Celyne08,yolanda &apos;s scream .. gives me goodebumps # yolandaph - https : / / t.co / tzovnkp4zd,Thu Nov 14 17:04:56 CST 2013,14.3289826,121.0428722
544,alejaquino,the cnn effect ! * hyena laugh * # yolandaph,Thu Nov 14 17:06:45 CST 2013,14.9120536,121.0527094
546,cdpsanchez,"and now the political jockeying and horsetrading begins . well , when did it ever stop ? # yolandaph",Thu Nov 14 17:08:36 CST 2013,14.5338837,120.9833994
547,joancalayag,bought toiletries muna then tomorrow na water and and other foods . # yolandaph # bangonpilipinas,Thu Nov 14 17:11:40 CST 2013,14.0461365,121.3432788
548,imeljin,"&quot; @ gmanews : pasahe sa tricycle sa ormoc , dumoble sa gitna ng pinsala ni yolanda http : / / t.co / bbjrdnipfa &quot; mga tao talaga mapanamantala",Thu Nov 14 17:14:40 CST 2013,14.5423858,121.0073865
549,alejaquino,sudden change of heart from ms. karen davila ! now siding cnn against government &apos;s slow relief operation . # yolandaph * hyena laugh *,Thu Nov 14 17:15:21 CST 2013,14.9120536,121.0527094
550,kurtreyman,&quot; grabe yung 8 taong survivor sa bagyong yolanda . namatay naman sa pagkuha ng bigas dahil sa stampede ! dyuskopo ! ! ! &quot;,Thu Nov 14 17:16:14 CST 2013,14.3002400,120.9541000
551,imchechebureche,.pray for the yolanda &apos;s victims . amen .,Thu Nov 14 17:17:58 CST 2013,14.5514300,121.1859968
552,tarquism,"look : un map showing yolanda &apos;s path and areas it left without power , shut sea and airports http : / / t.co / gc9orcicjg",Thu Nov 14 17:18:57 CST 2013,14.5688215,121.0143375
553,Cessalabanza,planning on where to volunteer first # friendship # yolandaph # bangonpinoy,Thu Nov 14 17:19:03 CST 2013,14.6165042,121.0507646
554,jerlynabunda,"“ @ ancalerts : just in : uss george washington ship , which has 80 aircraft &amp; 5,000 sailors , now in ph for relief efforts # yolandaph ”",Thu Nov 14 17:23:52 CST 2013,14.6256044,121.0568868
555,alejaquino,"&quot; defense sec gazmin says relief will reach all leyte towns by thurs . if true , that would be day7 &quot; # yolandaph survivors will be dead by then .",Thu Nov 14 17:30:38 CST 2013,14.9090675,121.0514344
556,LeojAko,tip : dont let ourselves watching and watching cnn stories ! nothing will happen ! # yolandaph # haiyan,Thu Nov 14 17:32:35 CST 2013,14.5149762,121.0579581
557,yna_hin,“ @ divinemlee : how to open canned goods without can opener : pls help repost and inform survivors . # yolandaph http : / / t.co / zq8zsufbqo ” --ingat !,Thu Nov 14 17:33:06 CST 2013,14.5573832,121.0213457
559,alelie_elauria,"god bless the tacloban city , eastern samar , leyte and cebu # yolandaph",Thu Nov 14 17:35:44 CST 2013,14.2151697,121.1730561
560,NorWEIRDgian,ever bilena cares ? ? help rebuild homes # tacloban # yolandaph # haiyan &#91; pic &#93; — https : / / t.co / 7onbxsv28e,Thu Nov 14 17:41:19 CST 2013,14.4460600,121.0289500
561,johndrewyap,rt @ fashionpulis : i pray that this whole # yolandaph tragedy will make filipinos wiser voters .,Thu Nov 14 17:45:30 CST 2013,14.5786221,121.0487955
562,Jsanb23,"succesful auction for # yolandaph here in the office ? ? ? ? ? ? the winning bidder donated a total of 6,100 … http : / / t.co / kciy4ghuit",Thu Nov 14 17:46:13 CST 2013,14.5580186,121.0174298
563,charievilla,"gil uy , the up physics student who thought about the idea ! battery phone chargers for yolanda victims … http : / / t.co / pk08byv9dw",Thu Nov 14 17:49:16 CST 2013,14.6486867,121.0731340
564,monchingsiriban,"yes it is , this is only a small amount . proceeds will go to # yolandaph victims . # panalolastnight … http : / / t.co / 11cbk3lgcn",Thu Nov 14 17:50:44 CST 2013,14.5230413,120.9813380
565,mherbon1,god ... plss .. help uss ... after thiss tragic of super thypoon yolanda and other disaster that happened of our country ... lord ... plss guide uss ..,Thu Nov 14 17:50:52 CST 2013,14.5892317,121.0602415
566,kiraldeguer,# avolutioninc having some off from work for a while to pack donations for the victims of # yolandaph … http : / / t.co / pbdl1d0gnq,Thu Nov 14 17:54:37 CST 2013,14.5549216,121.0176794
567,WesLeeDy,just stop the blaming and start helping . please ... # focus # help # yolanda # philippines,Thu Nov 14 17:58:23 CST 2013,14.6376870,121.0313791
568,OhItsDarelle,@ val _ jaen enebeyen iniwan ka ng pakpak mo ? tara hnapin ntin kung san npadpad yun ! bka npasama kay yolanda !,Thu Nov 14 18:06:12 CST 2013,14.3591412,120.9777520
569,ImYayshaMateo,nabiktima ka ng forever ? ! eh sila nga nabiktima ng bagyong yolanda ! ! - _ _ - : ) ) ) ) ),Thu Nov 14 18:07:05 CST 2013,14.6210262,120.9906829
570,JayChungGarage1,rigs for a cause ? ? ? ? @ rowellco ritchietiengtype1 # reliefgoods # yolandaph # typhoonyolanda # donations … http : / / t.co / brxltegf5z,Thu Nov 14 18:15:51 CST 2013,14.6287453,121.0000470
571,rachenesz,"yes ! “ @ ancalerts : just in : uss george washington ship , which has 80 aircraft &amp; 5,000 sailors , now in ph for relief efforts # yolandaph ”",Thu Nov 14 18:17:40 CST 2013,14.5922185,121.0270620
572,DaveUlpindo,let us pray for the # yolandaph victims . this would be the easiest way to help them atleast . : - ),Thu Nov 14 18:21:41 CST 2013,14.4334809,120.4850466
573,phauiekan,@ alfredoromualdez @ noynoyaquino @ maroxas bakit pinagbabayad pa ng tax ang foreign volunteers ? donation na nga eh ! # yolanda # tacloban # haiyan,Thu Nov 14 18:25:30 CST 2013,14.3946902,120.9873791
574,phauiekan,@ noynoyaquino @ maroxas @ alfredromualdez bakit pinagbabayad pang tax ang foreign volunteers ? donation na nga eh ! # yolandaph # tacloban # haiyan,Thu Nov 14 18:31:49 CST 2013,14.3946901,120.9873787
575,elwinduenas,i rather have a dictator president rather than dictate it to me ! # yolandaph,Thu Nov 14 18:32:37 CST 2013,14.7325980,121.0591440
576,Dompotx,almost 4 billion na pala ang tulong sa pilipinas . sana naman makabangon na ung mga nasalanta ni yolanda .,Thu Nov 14 18:33:07 CST 2013,14.2808974,120.8903545
577,estefcasanova,i have so much respect for celebrities who use their &quot; star power &quot; to help yolanda victims .,Thu Nov 14 18:33:19 CST 2013,13.8546262,121.2179250
578,NikkiCapinpuyan,"it is heartwarming that online shops , fastfoods , boutiques , etc would donate all their profit to the people affected by typhoon yolanda &lt; 3",Thu Nov 14 18:36:23 CST 2013,14.5593853,121.0438797
579,LALALAapola,&quot; @ steeeephrds : landi mo .. daig mo pa yolanda sa bagsik mo &quot; g na g : d,Thu Nov 14 18:36:39 CST 2013,14.5696174,121.1262850
580,armie_navy,&quot; @ ancalerts : gov &apos;t to shoulder taxes on &apos; yolanda &apos; aid http : / / t.co / xmogrdxeg8 # yolandaph &quot; weehh ? nahiya ba kau ? o bumubwelo lang ? haha,Thu Nov 14 18:37:11 CST 2013,14.5279961,121.0041836
581,ArrabellaDzn,"after being the government and yolanda critics after our lunch earlier , we rushed here just to help in … http : / / t.co / jxvwlpygc4",Thu Nov 14 18:37:35 CST 2013,14.6234999,121.0314187
583,ItsTrishB,how i wish local airlines could let the # yolandaph survivors take free flights who are currently waiting for their turn . # bangonpilipinas,Thu Nov 14 18:41:55 CST 2013,14.4506873,121.0228994
584,erkanastacio,nakakalungkot . # yolandaph # tacloban # haiyan # bangonpilipinas,Thu Nov 14 18:42:03 CST 2013,14.7318787,120.9237244
585,KimIndar,what have you done for # yolandaph victims so far ? criticize ! # boooooo,Thu Nov 14 18:42:29 CST 2013,14.6047941,121.0530809
586,aynsumbise,thank you for helping us ! i salute you ! ! ! ? ? # americanmilitary # yolandaph # typhoon # philippines # @ … http : / / t.co / 2m9ml34szv,Thu Nov 14 18:42:37 CST 2013,14.5661034,121.0071272
588,ampengo,yolanda survivors suffer more after d tragedy bec of disorganized evac &amp; relief process ... tsk tsk tsk ... # helpyolandasurvivorsinvisayas,Thu Nov 14 18:46:08 CST 2013,14.5363700,121.0124400
589,jarv_is21,nasaan na daw ang gobyerno ! ? on the way na daw ! # yolandaph # reliefph # prayforthephilippines,Thu Nov 14 18:46:53 CST 2013,14.5582155,121.0079202
590,ece_mafae,i like this # shoeboxlove campaign for # yolandaph victims . taralets !,Thu Nov 14 18:46:55 CST 2013,14.6205465,121.0501865
591,krixxiannelee08,"“ @ tristantrakand : atom araullo really has to be commended for his reportage on yolanda . calm &amp; not hysterical , and doesn &apos;t editorialize . ”",Thu Nov 14 18:48:16 CST 2013,14.5945868,121.0969127
592,ricoypadernal,"“ @ rapplerdotcom : yolanda ( haiyan ) : a list of aid , assistance , and donations pledged by the international community http : / / t.co / 8noyeiwzvz ”",Thu Nov 14 18:48:52 CST 2013,14.5608822,121.0537787
593,jingalejandro,# yolandaph # haiyan such a press button and then reset .,Thu Nov 14 18:49:51 CST 2013,14.8387120,120.2841086
594,jarv_is21,parang na tsunami lang ang tacloban ! how sad ! ? ? ? ? # yolandaph,Thu Nov 14 18:50:30 CST 2013,14.5580163,121.0078860
596,julyjadie,thank god for life &apos;s miracle .. lost relatives founds safe and complete . # yolandaph # tyl,Mon Nov 18 07:29:18 CST 2014,14.5898904,121.0984676
601,rcpanol,if you really look at the help and support that that the people give to the # yolanda victims you &apos;d think this country is changing for good .,Mon Nov 18 08:12:08 CST 2014,14.0739314,121.3238561
602,Georgee1105,couple shirt # mettapartners # blackforyolandavictims # bangonpilipinas # someoneisjealous # goodmorning @ … http : / / t.co / mnvnhvdwti,Mon Nov 18 08:28:33 CST 2014,14.5466572,121.0226330
610,moniqueborja,praying for the families in the south . again and again filipinos are resilient . # prayforthephilippines # yolanda # rebuild # reliefph,Mon Nov 18 09:30:48 CST 2014,14.6049812,121.0427547
613,thevincie,the pres. stays in leyte to help the victims of yolanda . as far as i know siya lang ang presidente na gumawa nito .,Mon Nov 18 10:16:41 CST 2014,14.3501100,120.9402500
615,kaosPH,yesterday with some members of bsb fan club phils . # yolandareliefoperation # reliefph # rescueph … http : / / t.co / oolhktrqhj,Mon Nov 18 11:03:58 CST 2014,14.5638579,121.0437311
616,NiceSheryl,and we can build again 2gther standing strong 4ever .. nothing can stop us now .. # yolandaph bangon pilipinas ..,Mon Nov 18 11:07:18 CST 2014,14.6757239,121.0626765
617,UKaboom,bka pwede pong mag &quot; thank you &quot; naman po kayo sa mga bansang tumulong sa atin . # govpressrelease # thankyouworld # yolanda #,Mon Nov 18 11:14:54 CST 2014,14.4592735,121.0154984
618,itsjellyco,kapitbisig ? # philippines # tulongnatabangnatayo # bangonpilipinas # pinoy # typoon # yolanda # flag … http : / / t.co / 2ffcfkbb4c,Mon Nov 18 11:29:07 CST 2014,14.7460984,120.9470384
621,ritchelmd04,my family house after super typhoon yolanda ... roofless http : / / t.co / p0gddm9zak,Mon Nov 18 11:59:10 CST 2014,14.6913851,121.0338190
623,shrmndbndn,repacking of goods for the yolanda victims ?,Mon Nov 18 12:19:52 CST 2014,14.5880076,121.0059305
624,momblogger,osprey landed # yolandaph @ villamor air base http : / / t.co / zulnvhdks4,Mon Nov 18 12:37:20 CST 2014,14.5188351,121.0266367
625,momblogger,# nanaybayanihan tent is secluded away from the grandstand . we have pediatrician # yolandaph @ villamor … http : / / t.co / h2fzweqvru,Mon Nov 18 13:06:06 CST 2014,14.5188351,121.0266367
626,ivebeenSCfied,# doubledragon # injap # jjihgphils # yolandaph @ ayala tower one http : / / t.co / ympdlzkoug,Mon Nov 18 13:22:51 CST 2014,14.5565440,121.0224938
627,Kikuto_yam,thanks for treating me so well my mission here is completed . back to the base now &amp; will continue to support the work from there # yolandaph,Mon Nov 18 13:30:08 CST 2014,14.5043336,121.0041412
628,Baby__Landlord,with the pal fa &apos;s ? ? ? ? ? ? # volunteers # yolanda # ph # relief # operation @ dswd national resource … http : / / t.co / keqpwui2ny,Mon Nov 18 13:51:09 CST 2014,14.5135066,121.0042475
629,yinamaldonado,very very proud of my friends who continue to have compassion for those affected by # yolanda,Mon Nov 18 14:09:59 CST 2014,14.5562242,121.0223876
631,IyaMisa,eat &amp; give today at brasas 5th level @ thepodiummall . # brasas # brasaspodium # yolandaph # reliefph # love … http : / / t.co / ncnttaksf0,Mon Nov 18 14:13:45 CST 2014,14.5855638,121.0592499
632,katholigores,feeding station . volunteerism at villamor . # yolandaph # reliefph thanks @ missizacalzado ! @ villamor … http : / / t.co / a2zldm3d4v,Mon Nov 18 14:56:41 CST 2014,14.5188351,121.0266367
633,JulieCaudilla,“ @ jesicazurc06 : after the bazaar then telethon now play for a cause in minute to win it . # yolandavictims ”,Mon Nov 18 15:24:40 CST 2014,14.6189709,121.1855077
634,iamkuyawill,can &apos;t find that interview clip of a person from 700 club asia who had this propecy about a great calamity ( w / c was yolanda ) hmm ..,Mon Nov 18 15:26:52 CST 2014,14.6461700,121.1099900
635,budzgaen,# repost from @ msrheasantos with repostapp ? ? # help # yolandaph # survivors .. need # volunteers # tabang … http : / / t.co / a58q0l5f0d,Mon Nov 18 15:27:21 CST 2014,14.6483756,121.0399518
636,rachelfeliciaa,more donations needed ? ? ? ? # yolandaph @ villamor air base http : / / t.co / bokau9iqrj,Mon Nov 18 15:59:56 CST 2014,14.5188351,121.0266367
637,bengst_ph,@ dgiom meets dfa usec seguis on # haiyan / # yolandaph response @ iom _ philippines http : / / t.co / x40svolnvw,Mon Nov 18 16:32:09 CST 2014,14.5811347,120.9801318
638,RURUsprout,nakikiramay ako sa mga taong nasalanta ng bagyong yolanda . pero hindi nman pwedeng tatanggalan ng bonuses ung mga government employee .,Mon Nov 18 16:46:11 CST 2014,14.6046373,121.0639351
639,RuffaMai,# typhoonhaiyan # typhoonyolanda # philippines maraming salamat po . @ wenn-mai computer shop http : / / t.co / kd2g3fq45c,Mon Nov 18 16:48:46 CST 2014,14.6821575,120.9778489
642,leecalanog,join us ! let &apos;s continue helping the typhoon victims . see poster for details . # yolandaph # haiyan … http : / / t.co / mnclhww3lp,Mon Nov 18 17:03:12 CST 2014,14.5549723,121.0158067
644,giasison,g + / rt @ philstarbiznews : trending on site : @ boochanco &apos;s column &apos; yolanda response is expected &apos; http : / / t.co / caxbpytyf9 &#124; # yolandaupdates,Mon Nov 18 17:12:26 CST 2014,14.5916433,121.0784050
645,marqUee_8,@ villamorairbase i never thought of volunteering after work but it seems to be worthwhile # happyheart # helpvictims # helpphilippines # yolanda,Mon Nov 18 17:14:26 CST 2014,14.5203849,121.0194917
648,yinyangjane,tiring . fun . fulfilling . overwhelming . # volunteer # dswd # yolandaph @ dswd - national resource … http : / / t.co / 2xl8bag9n4,Mon Nov 18 17:18:44 CST 2014,14.5134133,121.0043315
649,YntetPolicarpio,dahil kay yolanda maraming magwewelga ! panira ka ng plano !,Mon Nov 18 17:49:57 CST 2014,15.4560546,120.9482789
651,haruharupalma,mission accomplished ! ! : ) # volunteer # dswd # dswdnroc # reliefgoods # typhoonyolanda # prayforphilippines … http : / / t.co / wx02el5syf,Mon Nov 18 17:56:42 CST 2014,14.5135066,121.0042475
