no. with space,sender,message,date,geolat,geolon
1270,mheljified_me,lemon chicken . # nofilter # afterfood # happytummy # ubosna # dapatwalanangfoodbkamabatikosdahilkayyolanda … http : / / t.co / zdrpyhkdvq,Fri Nov 29 22:10:50 CST 2014,14.5596074,121.0164857
1271,el_dubista,sana pumayag si tuknoy gamitin mukha nya sa logo namen . para naman sa yolanda victims un ah . lols ..,Fri Nov 29 23:09:14 CST 2014,14.5933163,121.0189035
1272,iDatgirl,nakakatuwa naman yung art-relief kitchen . mobile kitchen free food s villamor for yolanda survivors . god bless s phojounalist n yun # bandila,Fri Nov 29 23:26:43 CST 2014,14.5636230,121.0911111
1273,itspreciouslara,@ _ jmpdc sa kinabukasan ng mga bata na nasalanta ng bagyong yolanda pag dasalmo lang sila ah good night thank you pinakinggan mo pa din ako : *,Fri Nov 29 23:33:53 CST 2014,14.5776986,121.0392404
1274,fyeahitswella,@ vanndoosh nope. it &apos;s our own fund. the company have donated money for the yolanda victims plus those in kind donations from the employees .,Sat Nov 30 00:17:39 CST 2014,14.5260117,121.0560913
1275,october9teen,# filipinodesigners # inquirerlifestyle # filipinoparasafilipino # yolandaph # samsunghall # smaura # follow … http : / / t.co / blm3yzioqt,Sat Nov 30 01:00:16 CST 2014,14.5462182,121.0540604
1276,chinosky,# yolanda # tulongna # tabangna ( @ polari comedy club ) &#91; pic &#93; : http : / / t.co / byhdpljkos,Sat Nov 30 01:12:35 CST 2014,14.6259039,121.0334848
1277,hnarico04,first tiiiime . ditching class never felt this good . donated blood for the victims of typhoon yolanda . … http : / / t.co / puhdd2z8km,Sat Nov 30 01:46:59 CST 2014,14.1649506,121.2413728
1278,maviltotz,happy climbing today ! mt.batulao here we come ! # hikeforacause # yolandaph # redcross,Sat Nov 30 03:31:21 CST 2014,14.5691272,121.0994554
1281,zweettee,abangan sa # magpakailanman. ang experience with @ gma7love7gma sa hagupit ni yolanda.with @ maeybautista bilang ako ... http : / / t.co / hye1bt7p3s,Sat Nov 30 08:15:18 CST 2014,14.6333011,121.0441867
1286,absbarrera08,finally met 3 fellow couchsurfers the other day ! ^ _ ^ # happy # newfriends # yolandagig # juanlove @ last … http : / / t.co / wrzbsqsfuz,Sat Nov 30 10:50:17 CST 2014,14.3626228,120.9748957
1287,heavenCril,aw san po ako pwede bumili ng shirt for yolanda yung tulong na tabang na tayo na ? ? is it available sa trinoma ? ? ; (,Sat Nov 30 11:36:07 CST 2014,14.5797484,121.0526740
1288,iamthemanansala,today : # fastbreak2 a benefit game for # yolandaph survivors . # themanansala photo coverage @ blue eagle … http : / / t.co / dnycaehqtk,Sat Nov 30 11:45:55 CST 2014,14.6352233,121.0755479
1289,ajmhernando,@ alvinrufo haha . nako wag na . at baka mag yolanda nanaman .,Sat Nov 30 11:48:58 CST 2014,14.0722148,120.6366694
1290,IamMars_18,may pinatunguhan naman yung mga supposed to be gifts ko napunta sa yolanda survivors.ayos,Sat Nov 30 12:37:45 CST 2014,14.7063894,121.1317255
1291,joeypreyes,# weareone seminar for yolanda relief on dec 7 # yolandaph reserve seat now for 1000 http : / / t.co / w2fhpnvwhh,Sat Nov 30 13:12:53 CST 2014,14.4700717,121.0298751
1292,joeypreyes,never be a victim again . dec 7 # weareone seminar for the benefit of yolanda survivors . 7 speakers in one day http : / / t.co / sclnjx96kk,Sat Nov 30 13:17:19 CST 2014,14.4700716,121.0298752
1293,gordsc,fastbreak 2 - charity event for # yolandarelief ( @ blue eagle gym w / 8 others ) http : / / t.co / 4myiqvea6l,Sat Nov 30 13:17:59 CST 2014,14.6352233,121.0755479
1295,iamthemanansala,# fastbreak2 # yolandaph # benefitgame # allstars # basketball # themanansala @ blue eagle gym http : / / t.co / wmsj3gxfon,Sat Nov 30 14:05:50 CST 2014,14.6352233,121.0755479
1296,papa_renzo,yung mga mapera dyan wala ng mapag lagyan mamahagi nman kayo sa mga nsalanta ni # yolanda,Sat Nov 30 14:10:20 CST 2014,14.7054200,121.0146000
1299,MaksinBlue,@ justinejpo @ iscahlicious = ( yep tinipid nila . for yolanda victims nalang daw .,Sat Nov 30 14:36:37 CST 2014,14.6168273,121.0006029
1305,iamthemanansala,# fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / 613x0bdxil,Sat Nov 30 15:17:04 CST 2014,14.6352233,121.0755479
1307,iammilletski,the winning jersey ! bid for a cause today ! la _ tenorio @ heroesforhope _ barangayginebra # yolandaph … http : / / t.co / b23llp00zt,Sat Nov 30 15:21:28 CST 2014,14.5504735,121.0513520
1311,xiaoxing_oo,this christmas i wish that all the victims of typhoon yolanda will celebrate it with hope and faith in him .,Sat Nov 30 15:59:12 CST 2014,14.5843579,121.2089777
1312,NavarroMiccu,kung mayoyolanda man siya ... bakit di pa ngayon ? ?,Sat Nov 30 16:55:43 CST 2014,15.5840525,120.9188613
1313,sweetwahvu,ongoing ! # auction # heroesforhope # yolandaph # bgc @ heroes hobby lounge by maxicollector http : / / t.co / fcdrnpyvsy,Sat Nov 30 17:01:35 CST 2014,14.5491398,121.0525507
1314,sweetwahvu,ongoing # auction # heroesforhope # bgc # yolandaph @ heroes http : / / t.co / caxph9t4gn,Sat Nov 30 17:03:39 CST 2014,14.5500827,121.0525657
1315,angelthereseeee,hindi na daw poch yolanda na daw . ? @ peacesycians,Sat Nov 30 17:57:59 CST 2014,13.7518425,121.0712974
1316,EZgasm,mas na-excite ang mga nasalanta ni yolanda sa pagdating ni manny pacman .. kesa dun sa 2beses na pagdating ni pnoy balot .. lol # bringerofhope,Sat Nov 30 18:18:50 CST 2014,14.4460250,120.9875600
1317,andreafruelda,@ anakarylle : have an extra bike ? ; ) read yanyuzon &apos;s photo http : / / t.co / jt6otuuxiq # yolandareliefops,Sat Nov 30 18:21:10 CST 2014,14.6169199,120.9667748
1318,IsabellaVelasco,@ anakarylle : have an extra bike ? ; ) read yanyuzon &apos;s photo http : / / t.co / yac6n5jdm0 # yolandareliefops,Sat Nov 30 18:22:58 CST 2014,14.5679827,121.0604839
1320,Derek_Jeisha,@ kingderekramsay hi buddy .. thanks for the prayers .. we are ok .. # yolanda # tacloban .. dito kami ngayon sa fairview ..,Sat Nov 30 19:01:08 CST 2014,14.7393135,121.0462416
1321,tintindanao,garage sale still on going. lets help all typhoon yolanda victims : ) wala pa din tulog : ) http : / / t.co / vpctfud9kt,Sat Nov 30 19:14:59 CST 2014,14.4266220,121.0098984
1322,avonskie,for the love of kpop and typhoon yolanda victims ! enjoying for a cause ! # charity # typhoonyolanda # kpub … http : / / t.co / i9nwmniocv,Sat Nov 30 20:07:31 CST 2014,14.5500329,121.0477281
1323,_Joseephtan,@ zarenanana yung party ata para sa yolanda victims ?,Sat Nov 30 20:40:39 CST 2014,14.3592438,121.0315973
1324,Derek_Jeisha,@ mikaeldaez thanks for the prayers kua mik .. we are safe . dito ako manila now .. lets meet .. # yolanda # tacloban # survivor,Sat Nov 30 20:55:54 CST 2014,14.7393135,121.0462416
1325,Derek_Jeisha,kua @ naughtynate29 please ; ) ) yung favor ko .. dito na ako sa manila now .. bakasyon dhil sa yolanda ....,Sat Nov 30 20:59:43 CST 2014,14.7393135,121.0462416
1326,jepay2,in fairness sa production crew ng # magpakailanman hah ? post-apocalyptic yolanda ang arrive ng set . still it &apos;s a sad story .,Sat Nov 30 21:00:03 CST 2014,14.5805668,121.0471943
1327,iamthemanansala,# fastbreak2 was awesome . congrats @ kieferravena # benefitgame # yolandaph # basketball # allstars … http : / / t.co / 94pdhmu3fj,Sat Nov 30 21:04:08 CST 2014,14.6352233,121.0755479
1328,larryuy,yeng opened &quot; plugged in &quot; with hawak kamay . # benefitconcert # rightstart # yolandaph @ samsung hall sm … http : / / t.co / thsn5dgi3b,Sat Nov 30 21:11:49 CST 2014,14.5463955,121.0541780
1329,iamthemanansala,@ kieferravena @ von19 @ nicoelorde @ marcoalcaraz real _ mateo # fastbreak2 # benefitgame # yolandaph … http : / / t.co / 7vlaem5vxp,Sat Nov 30 21:19:03 CST 2014,14.6352233,121.0755479
1333,iamthemanansala,trincaaa @ stephayson # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue … http : / / t.co / mf6jdqgj8b,Sat Nov 30 21:48:35 CST 2014,14.6352233,121.0755479
1334,iamthemanansala,trincaaa # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / 9kb01avlix,Sat Nov 30 21:52:15 CST 2014,14.6352233,121.0755479
1335,roviierionda,nuod gig ng band nila tito . full support naman kami : ) benefit show for yolanda victims ... http : / / t.co / kr2saiedhn,Sat Nov 30 21:53:04 CST 2014,14.6342920,121.0408210
1336,iamthemanansala,@ marcoalcaraz @ xianlimm ramsayderek11 # fastbreak2 # benefitgame # yolandaph # basketball # allstars … http : / / t.co / zrpocqzsi3,Sat Nov 30 22:06:55 CST 2014,14.6352233,121.0755479
1337,waloSHAMZampu,walang akong pakialam sa paskuhan csc okay hahahahaha idonate nyo na lahat sa yolanda pati yung tuition namin . wag na rin kayo maghanda,Sat Nov 30 22:17:46 CST 2014,14.5500549,121.0655938
1338,iamthemanansala,@ vhongx44 billyjoecrawford # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ … http : / / t.co / cgrs03bdb0,Sat Nov 30 22:19:44 CST 2014,14.6352233,121.0755479
1339,iamthemanansala,@ von19 # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / i4mjumlkwy,Sat Nov 30 22:22:07 CST 2014,14.6352233,121.0755479
1341,iamthemanansala,epic ! real _ mateo # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / avdhnizqki,Sat Nov 30 22:51:17 CST 2014,14.6352233,121.0755479
1345,AkoyMaiAllam,@ jennikamontes @ nvnolasco hahahaha . nayolanda ba si ma &apos;am ?,Sat Nov 30 22:55:25 CST 2014,14.5995514,120.9904553
1346,iamthemanansala,kevinlouiealas # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / btpiz7bqlf,Sat Nov 30 23:06:12 CST 2014,14.6352233,121.0755479
1347,larryuy,yeng sings for # yolandaph victims . # pluggedin # benefitconcert @ samsung hall sm aura premier http : / / t.co / capgm1rhql,Sat Nov 30 23:07:40 CST 2014,14.5463955,121.0541780
1348,iamthemanansala,@ gumabaomichele @ kieferravena @ gretchenho # fastbreak2 # benefitgame # yolandaph # basketball # allstars … http : / / t.co / oiqk7193zj,Sat Nov 30 23:08:45 CST 2014,14.6352233,121.0755479
1349,iamthemanansala,@ kieferravena billyjoecrawford @ vhongx44 # fastbreak2 # benefitgame # yolandaph # basketball # allstars … http : / / t.co / xvasysv0kh,Sat Nov 30 23:14:10 CST 2014,14.6352233,121.0755479
1351,iamthemanansala,billyjoecrawford # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ blue eagle gym http : / / t.co / h9tygswpj8,Sat Nov 30 23:24:16 CST 2014,14.6352233,121.0755479
1352,iamthemanansala,ramsayderek11 @ ganderson03 # fastbreak2 # benefitgame # yolandaph # basketball # allstars # themanansala @ … http : / / t.co / p3et7aahz2,Sat Nov 30 23:25:56 CST 2014,14.6352233,121.0755479
1353,iamthemanansala,@ gohingmelissa @ alyssavaldez2 @ gumabaomichele @ ganderson03 # fastbreak2 # benefitgame # yolandaph … http : / / t.co / g3fw7nflnn,Sat Nov 30 23:40:27 CST 2014,14.6352233,121.0755479
1356,mikkigalang,# rustansdiscolove for the benefit of # yolandaph @ privé luxury club http : / / t.co / r4a8veoqkf,Sat Nov 30 23:53:43 CST 2014,14.5497213,121.0475457
1357,iamthemanansala,@ gretchenho @ vhongx44 # fastbreak2 # benefitgame # yolandaph # basketball # volleyball # allstars … http : / / t.co / ce3km8jqpv,Sat Nov 30 23:58:39 CST 2014,14.6352233,121.0755479
