date,question,text,tweetid,userid,username
 Wed Dec 05 16:26:26 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Typhoon Pablo is strongest storm to hit Mindanao in two decades http://t.co/kaCOSSRG #illegal #logging #globalwarming #PabloPH #reliefPH,2.76E17,538887481, MarsCallo
 Wed Dec 05 16:58:05 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @franzjhipol: Operation Walang Iwanan ACTIVATED: http://t.co/2pFXVk2X #PabloPH #reliefPH,2.76E17,146381955, lynlynbalatayo
 Wed Dec 05 16:55:43 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, ã€êåè°é¢¨æƒ…å ±ã€‘åè°é¢¨201224åè·ï_ˆBOPHAï_‰ãÅ¯12æœˆ6æ—¥0æ™‚(JST)ãÅ«ãÅ¯åŒ—ç·¯11.1åº_ã€Åæù±çµŒ117.6åº_ãÅ«ãÅ‚ãÅ£ãÅ_ã€Åä¸_å¿ƒãÅ®æ°—åœ§ãÅ¯975hPaã€Åæœ€å_§é¢¨é€ŸãÅ¯35ãƒ¡ãƒ_ãƒˆãƒ«ãÅ§ãÅ™ã€‚ http://t.co/sjxddU25 #bopha #TY201224,2.76E17,12394852, DigitalTyphoon
 Wed Dec 05 05:50:01 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Damaged #Talakag - #CDO bridge by #PabloPH | photo: @gmanews http://t.co/WSH8ZVIc,2.76E17,76357295, roycearellano
 Wed Dec 05 06:00:39 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Death toll from Typhoon #Bopha now stands at 97 with hundreds still missing in Philippines http://t.co/qwSV87D4,2.76E17,18113678, RANews
 Wed Dec 05 06:09:36 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Such a beautiful day. äÖó #PabloPH http://t.co/1wSuDZT6,2.76E17,57945088, Meetmiggy
 Wed Dec 05 06:45:33 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, PAGASA-DOST: At 1:00PM 5/DEC/2012 the center of Typhoon #PabloPH was located @8... http://t.co/QFynjQ2t,2.76E17,632688325, phildoxcom
 Wed Dec 05 07:01:17 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, äóì@ABSCBNNews: 'Pablo' death toll rises to 115 http://t.co/q7MKjIk2äó� #PabloPH #reliefPH,2.76E17,16604265, juanxi
 Wed Dec 05 08:03:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," @cdrc1984 posted 10 photos on Facebook in the album ""Effects of Typhoon #PabloPH in CDO"" http://t.co/cH7TuGyV #reliefPH",2.76E17,4524501, tonyocruz
 Wed Dec 05 08:17:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, We stand with the Philippines as #Bopha hits and #climate inaction drags on at #COP18 #climatelegacy http://t.co/pTjAtuZC,2.76E17,157965754, CamFenton
 Wed Dec 05 11:53:10 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Tsktsk! Napaka-tragic naman ng epekto ni #PabloPH.. Thank God at di masyadong binagyo kami dito sa Capiz. (cont) http://t.co/KdzDhncc,2.76E17,94269582, iamlittlecherry
 Wed Dec 05 11:56:57 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PlanAsia: I cannot imagine the sense of despair says Plan Philippines chief after Typhoon Pablo: http://t.co/hdCrMgFG #PabloPH #Bopha,2.76E17,19220330, PlanAustralia
 Wed Dec 05 05:05:31 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, coron #PabloPH http://t.co/dgLLerXN,2.76E17,15209979, diakosikara
 Wed Dec 05 03:40:20 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Philippines @CatholicRelief staff spring into action after Typhoon #Bopha http://t.co/fiIc0cnl. Staff on ground avail. 4 interview. #PabloPH,2.76E17,15688467, jenhardy
 Wed Dec 05 03:48:16 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Look what #pabloPh have done ;( @ at home http://t.co/igltkvSi,2.76E17,60260668, itsmeRexM
 Wed Dec 05 03:54:32 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @JojoMalig: Death toll from #PabloPH in Davao Oriental rises to 51 http://t.co/Tc6y4z17 via @ABSCBNNews,2.76E17,71201834, mumay_tonton
 Wed Dec 05 03:55:13 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, So sad :( äóì@gmanews: #PabloPH death toll rises to 82 äóî DILG chief Roxas http://t.co/ecf45HcVäó�,2.76E17,227199713, kannemendoza
 Wed Dec 05 05:14:36 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, thank you God for this wonderful day :) #wed #pabloPH http://t.co/IR7IKkkh,2.76E17,79678961, IMzarah
 Wed Dec 05 05:24:58 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @karlangel_rocks:  @GawadKalingaHQ: For those that want to help we accept cash donations online bank deposit. Details here: http:/ ...,2.76E17,93842466, maka_ASH
 Wed Dec 05 05:14:48 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Aviso: El ní_mero de muertos en Filipinas continí_a en ascenso por el paso del Tifí_n #Bopha. Recuento de la BBCNews-http://t.co/4aqf9qeH,2.76E17,136763692, chematierra
 Wed Dec 05 04:05:55 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #redcross delegate in Cagayan de Oro Alexander Mikadze available for interviews #Typhoon #Bopha +63 9282277326. http://t.co/WTSOOW9J,2.76E17,118269931, Pat_Fuller
 Wed Dec 05 04:17:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Here's a page created by google to help locate missing people #PabloPH http://t.co/HFelzZJ6,2.76E17,247558319, katiefiery
 Wed Dec 05 04:37:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Evacuation centres 'cramped' post #typhoon #Bopha http://t.co/9WKvrygL,2.76E17,157776785, WVNZUpdates
 Wed Dec 05 04:37:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Goodbye #PabloPH ... Love the clear blue sky and white puffy clouds... http://t.co/kHvhERUO,2.76E17,331269672, dryavco_
 Wed Dec 05 05:21:42 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, TYPHOON #PabloPH | Ayon sa coordinates ng PAGASA kaninang 12NN (11.0ŒÁN 119.2ŒÁE) kasalukuyan na itong nasa West PH... http://t.co/Hfxrc6Su,2.76E17,793180483, PanahonTV
 Wed Dec 05 05:05:47 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, äóì@rapplerdotcom: 44 dead in Compostela Valley town http://t.co/JNFVTKIJ New Bataan municipality hard hit by #PabloPH #Bophaäó� heartbreaking.,2.76E17,70404521, ivantamangsarap
 Wed Dec 05 06:09:43 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," SEVERE WEATHER BULLETIN #12TROPICAL CYCLONE WARNING: TYPHOON ""#PabloPHäó� (BOPHA) ISSUED AT 11:00 AM 05 DECEMBER... http://t.co/mcvIFFU7",2.76E17,213963476, LGUPassiCity
 Wed Dec 05 06:26:27 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Feeding the evacuees at MSU-IIT gym. #PabloPH #jci #iligan #philippines #communityservice #jcilife #oplankaa http://t.co/6dfx5eJr,2.76E17,15761755, gowcarl
 Wed Dec 05 06:40:05 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," SEVERE WEATHER BULLETIN #12TROPICAL CYCLONE WARNING: TYPHOON ""#PabloPHäó� (BOPHA) ISSUED AT 1 http://t.co/vVFZB5J1 via @dost_pagasa",2.76E17,94462951, nguadalquiver
 Wed Dec 05 07:00:37 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Thoughts go out to all impacted by #Bopha in #Philippines http://t.co/Xyxz3tlT,2.76E17,190322887, Eyesaak
 Wed Dec 05 07:56:28 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, äóì@rmpnmr: Typhoon Bopha: The Peoples' Response... http://t.co/mnNhccsAäó� #reliefPH #PabloPH #rescuePH,2.76E17,4524501, tonyocruz
 Wed Dec 05 08:23:41 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, At 03:00PM 5/DEC/2012 the eye of Typhoon #PabloPH was located at 100km Northwest of Roxas Northern Palawan... http://t.co/8vZrm2to,2.76E17,202890266, dost_pagasa
 Wed Dec 05 07:44:17 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @pcdspo: P3.29M relief assistance released for victims of Pablo http://t.co/ARAD8HUJ äó_ #ReliefPH #PabloPH | via @dswdserves,2.76E17,427973738, solartvnews
 Wed Dec 05 07:51:46 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, More than 200 killed in the Philippines by Typhoon #Bopha | http://t.co/XqfLonEY (via @TIMEWorld),2.76E17,14293310, TIME
 Wed Dec 05 07:56:42 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, äóì@TIME: More than 200 killed in the Philippines by Typhoon #Bopha | http://t.co/rvvgdVKs (via @TIMEWorld)äó� - 77 or 200? news here its 80+,2.76E17,31975197, jepthesubagan
 Wed Dec 05 07:33:19 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, P3.29M relief assistance released for victims of Pablo http://t.co/j24IE6Xf äó_ #ReliefPH #PabloPH | @dswdserves,2.76E17,86551077, RoanneBeltran
 Wed Dec 05 08:10:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @himawariCANA: Î_‡Ü�‹Î�Á_¢Â¥_Í¥_îÎ�‡Ü�¿Üó�Ü€´Ü‰£Ü€ÈÜ€îÜ€_Ü€éÜ€ïÜ€©Ü€¿Ü€_Î__Ü‰Í_ó__�_Ü�„Î�„Ü‰‡Ü€__µ‡Ü�‚Îƒ«Ü‰_Ü�_Ü�„Ü�ôÜó‰http://t.co/2XsMX6RU http://t.co/F0YzsLMe #tenki #Weather #JMA #Typhoon #BOPHA @twi ...,2.76E17,84059452, ReTwiphoon
 Wed Dec 05 08:35:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, http://t.co/feQCv7Kn Lola Cora being interviewed by @Karen_DaviLa Cateel </3 #PabloPH,2.76E17,77197326, paulatoroba
 Wed Dec 05 08:51:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Kasalukuyan pong #BINABAYO ni #PabloPH ang ibang parte ng Pilipinas. Kung siy Si Pablo magpapaBAYO ka ba?  http://t.co/tjuOqu03,2.76E17,348050575, MsEnchongDee
 Wed Dec 05 08:43:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Philippines typhoon death toll worsens - http://t.co/LDQKN1rQ #Bopha #tropicalstorm - sent from my Android phone with Guardian Anywhere,2.76E17,62306952, benking01
 Wed Dec 05 09:27:08 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Bopha described as äóìunique stormäó� @AIRWorldwide http://t.co/T5iMPbli #storm #insurance,2.76E17,964046294, Carl_Insurance
 Wed Dec 05 11:56:52 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, @andimanzano http://t.co/msj4ATLA more than 200 killed by #bopha in #ComVal. :'(,2.76E17,107273605, iamchesterdiaz
 Wed Dec 05 09:02:37 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Storm situation update from Davao. #PabloPH #reliefPH  @rockeddavao http://t.co/C0Y9769y,2.76E17,39962482, gangbadoy
 Wed Dec 05 09:16:22 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," ""UPDATE: Agence France Presse report: #PabloPH leaves trail of destruction 238 dead hundreds missing in (cont) http://t.co/ef0KtNHy",2.76E17,235085341, munetstarrific
 Wed Dec 05 09:45:19 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH made it to international headlines. :( http://t.co/xxwjaaA3,2.76E17,51937747, msbugtay
 Wed Dec 05 11:29:10 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, People in monkayo s crying out for help due to damaged caused by #PabloPH  #helpMONKAYO. @143redangel @annecurtissmith http://t.co/tVNPGQaf,2.76E17,192194510, loraine_jan
 Wed Dec 05 11:35:45 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, @maria_ressa https://t.co/TH7aNgQS #helpMonkayo #PabloPh,2.76E17,92173748, iamNurseharbee
 Wed Dec 05 12:03:02 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Aquino to mayors: Donâ€™t use 'Pablo' to campaign http://t.co/CCxZoC5p Read this report by @miriamgracego #PabloPH #PHvote,2.76E17,330826792, rapplerdotcom
 Wed Dec 05 12:09:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Un #tifone nelle #Filippine causa 230 morti: #Bopha Ã¨ il tifone piÃ_ potente che ha colpito lâ€_ http://t.co/aK16IGY2,2.76E17,261761993, lavikaweb
 Wed Dec 05 12:17:58 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Philippines death toll climbed to 270+  from Typhoon #Bopha   http://t.co/RRIGhk2x via @CBSNews,2.76E17,405028433, PrayerPeace
 Wed Dec 05 12:26:34 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @UNOCHA: #Philippines: close to 56500 people are in 111 evacuation centres because of category 5 typhoon #Bopha #Pablo - http://t.co ...,2.76E17,538843512, ABDELirious
 Wed Dec 05 12:35:07 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, At 05:00PM 5/DEC/2012 the eye of Typhoon #PabloPH was located at 120km Northwest of Roxas Northern Palawan... http://t.co/ddLS6G1V,2.76E17,280041671, _BULAKAN_
 Wed Dec 05 09:36:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Fillippine tifone #Bopha causa 230 morti e centinaia di dispersi f#foto e #video - http://t.co/C9A1dJsN,2.76E17,31762979, BlitzQuotidiano
 Wed Dec 05 09:57:32 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Around 200 people dead in #Philippines Huge typhoon aro... http://t.co/AqPDGcjm #Pabloph #Bophaph #Davao #Pablo #Bopha #Flood via @shaan4me,2.76E17,381159056, rightnowio_feed
 Wed Dec 05 09:45:58 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH din kna? D pku ready for school. XD: #PabloPH din kna? D pku ready for school. XD http://t.co/MDWkoIfe,2.76E17,509225276, randiaulia1
 Wed Dec 05 10:03:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @migzzubiri: Help the victims of Typhoon Pablo through Sagip Kapamilya. - @ANCALES http://t.co/aqndReBj #PabloPH #ReliefPH,2.76E17,14308664, 1rgcruz
 Wed Dec 05 11:20:21 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Apa sampai ke jakarta?.. @infobencana: hujan lebat di wilayah Kalimantan Sulawesi Maluku dan Papua http://t.co/yQVf0DSt @dhix82 #Bopha,2.76E17,78484378, dhix82
 Wed Dec 05 11:36:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Click to see what you can do to help the victims of Pablo. #reliefPH http://t.co/rnmmRLLP,2.76E17,173369559, katrinajessica
 Wed Dec 05 11:41:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," ""We enjoin netizens to use #ReliefPH to amplify info on what is needed by our countrymen in the wake of #PabloPH"" â€” http://t.co/6hLotIqC",2.76E17,192849591, pcdspo
 Wed Dec 05 13:42:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,"  @nixcnix: You can also donate relief goods to #PabloPH victims via DSWD. Much needed are ""woven mats (banig) childrenâ€™s... http://t. ...",2.76E17,138733299, travelkage
 Wed Dec 05 00:12:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," So sad ""@gmanews: Death toll mounts in wake of #PabloPH http://t.co/R0W5CjT2""",2.76E17,788962189, jhonnrjavier
 Wed Dec 05 00:13:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Mga bahay sa coastal areas ng Surigao del Sur winasak ni #PabloPH http://t.co/XEYQwOmU http://t.co/S2bHMqyy,2.76E17,92174767, DZMMTeleRadyo
 Wed Dec 05 00:16:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,"  @dost_pagasa: SEVERE WEATHER BULLETIN #11TROPICAL CYCLONE WARNING: TYPHOON ""#PabloPHäó� (BOPHA) ISSUED AT 05:00 AM 05... http://t.co ...",2.76E17,635116481, jhana_sicat
 Wed Dec 05 00:10:39 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,"  @wunderground: Dr. Masters says ""#Typhoon #Bopha hits the Philippines at Cat 5 strength; at least 40 killed"" http://t.co/uw197zSi",2.76E17,7755, brownpau
 Wed Dec 05 00:10:54 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Let us help our Kapatids in need! For more info: http://t.co/9ZRqn0GC #TulongKapatid #PabloPH #ReliefPH @interaksyon,2.76E17,594684530, alagangkapatid
 Wed Dec 05 03:32:07 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Damage in Ever Mall Dumaguete after #PabloPh @YouScoopGMA http://t.co/rxh8z7xx,2.76E17,297183103, ReymanSy
 Wed Dec 05 03:30:31 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @TravelTimePH: Praying for the safety of our kababayans... http://t.co/W5U6EIxb #PabloPH,2.76E17,111291101, akoposijoy
 Wed Dec 05 03:32:27 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @newsbreak_ph: Maguindanao villages submerged http://t.co/I5YbnJG1 #PabloPH #Bopha,2.76E17,404731875, juninonalipay
 Wed Dec 05 03:30:53 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, As seen from the ISS former Super Typhoon #Bopha.  I'll have the latest on the storm and its ongoing impacts on... http://t.co/M5RyJO1e,2.76E17,69818419, CabreraCNN
 Wed Dec 05 03:30:52 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Maguindanao villages submerged http://t.co/I5YbnJG1 #PabloPH #Bopha,2.76E17,51030562, newsbreak_ph
 Wed Dec 05 14:13:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Naghalungkat ako sa mga damit ko. Will be donating these to the #PabloPH victims. http://t.co/3WKzhMLQ,2.76E17,14330457, MeeshSalazar
 Wed Dec 05 13:29:20 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, via @interaksyon: PHOTOS | #PabloPH in pictures courtesy of Army media NGOs students and netizens #RescuePH http://t.co/9RddvxoJ,2.76E17,133152120, News5AKSYON
 Wed Dec 05 13:51:06 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @karapatan: AFP more disastrous than #PabloPH â€” Bakwet http://t.co/trMuzbKX #manilakbayan #humanrights2012,2.76E17,373180074, SentroKitanglad
 Wed Dec 05 13:58:58 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, All the photos and info about #Bopha provided by http://t.co/U5OYoa9j... http://t.co/rCplrCnQ,2.76E17,116032020, askmilton
 Wed Dec 05 14:10:21 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #ANC's #PabloPH YouTube playlist (34 videos so far) http://t.co/2MB1wdrm http://t.co/2ps9yJl2,2.76E17,415424591, NewsonTweets
 Wed Dec 05 14:13:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, All about  #Bopha  http://t.co/FovSdgXM  #TV #askmilton #News http://t.co/IjG5TWz6,2.76E17,116032020, askmilton
 Wed Dec 05 00:44:21 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, TOP STORY: Fears of more deaths after 'Pablo' http://t.co/Qs8LHoyt #PabloPH #Bopha,2.76E17,51030562, newsbreak_ph
 Wed Dec 05 00:46:41 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Rainy morning. Go away #PabloPh http://t.co/83AC0yKs,2.76E17,329780947, JasminRuthiee
 Wed Dec 05 00:24:08 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Katuwa si manong he lent me @PhilstarNews kase topic namin about #pabloph,2.76E17,5531862, kwistwine
 Wed Dec 05 16:03:29 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," #PabloPH pretty much ""annihilates"" my Father's hometown Baganga! MY HEA IS IN PIECES! http://t.co/rWiAeHdi so much destruction! :'(",2.76E17,15468997, kricket_rc234
 Wed Dec 05 16:20:04 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @news8bill: Awesome pic taken Sunday from the #ISS of #SuperTyphoonBopha. #Bopha hit the Phillippines with 135 mph winds. http://t.co ...,2.76E17,355100932, KWQC_kphelps
 Wed Dec 05 16:33:20 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Now on #ANC: PAGASA forecaster Christopher Perez on Typhoon Pablo #PabloPH http://t.co/t3wIOdjv,2.76E17,415424591, NewsonTweets
 Wed Dec 05 16:47:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, â€œ@weathernetwork: Death toll from Typhoon #Bopha continues to rise: http://t.co/34F1l0KSâ€ù prayers to all those affected by this disaster,2.76E17,390328320, ScmasonX
 Wed Dec 05 15:18:50 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Filippine sconvolte dal tifone #Bopha - disastri centinaia le vittime e i dispersi [VIDEO] http://t.co/yyri07nQ,2.76E17,246821826, CorriereTv
 Wed Dec 05 15:36:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," _ @CRSnoticias (CRSnoticias)""CRS evalÃºa daÃ±os despuÃ©s de tifÃ_n #Bopha / #Pablo en Filipinas htt... http://t.co/s6oM5QtM #ATLAT",2.76E17,805217215, allthingslatino
 Wed Dec 05 16:14:36 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PhilippineStar: #PabloPH Update: The center of Typhoon â€œPabloâ€ù was located based on satellite and surface data at 110 km (cont) http ...,2.76E17,99050065, ladyhaly
 Wed Dec 05 16:22:08 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, â€œ@UnoNoticias:La #Nasa dio a conocer esta fotografÃ_a del tifÃ_n #Bopha que ha causado en Filipinas la muerte de  280  http://t.co/MBugBph6â€ùâ€ù,2.76E17,64574504, memounAlvarez
 Wed Dec 05 16:26:06 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH   @lenirobredo: here's how you can donate to the victims of typhoon pablo http://t.co/xpVZ5EMn,2.76E17,245233857, carissamarual
 Wed Dec 05 00:08:46 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Too complacent that #PabloPH is already afar til I saw this. Keep safe southside! http://t.co/KI3hoXrY,2.76E17,37648340, 14jfrance
 Wed Dec 05 00:55:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,"  @WVUKNews: ""It is heartbreaking to see so many people crying."" Panic & fear left in wake of typhoon #Bopha #Philippines http://t ...",2.76E17,258208740, DaughterZhivago
 Wed Dec 05 00:52:47 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, PAGASA UPDATE(7AM 5/DEC/2012):Eye of TY #PabloPH- 110km NE of Puerto Princesa City Palawan http://t.co/o2npWAdc |via @dost_pagasa #CGDPAL,2.76E17,838997761, PCGmedical
 Wed Dec 05 00:54:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," Oh God.  ""@gmanews: 43 patay 9 nawawala sa flash flood sa ComVal äóî heneral #PabloPH http://t.co/KmdzFE8n""",2.76E17,39943586, roughgarett
 Wed Dec 05 00:54:30 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, First news about the impact of typhoon #Bopha (#Pablo). 44 people were killed in a debris flow in Campostela Valley: http://t.co/7HSGoTFc,2.76E17,249892766, davepetley
 Wed Dec 05 00:54:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Google Crisis Map for #PabloPH http://t.co/uWRgu2IR,2.76E17,4202781, mlq3
 Wed Dec 05 00:55:33 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, We survived #PabloPh #CDO! Praise!! http://t.co/y3ZwSCoB via @youtube via @ANCALES,2.76E17,234684041, MrHammerRoa
 Wed Dec 05 00:55:42 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Tifon #Bopha #deja #74 #muertos #en #Filipinas: // http://t.co/UlY2ym7q para mas videos // Origen - .......... http://t.co/0AxpvDon,2.76E17,516490057, sp_noticias
 Wed Dec 05 00:56:31 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, http://t.co/MAamYWSj Check this out. #OroquietaCity #PabloPH #News,2.76E17,251494274, Tracy_Cagas20
 Wed Dec 05 00:56:00 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," ""@gmanews: .@dost_pagasa: Weakened #PabloPH heads to Palawan may make landfall there http://t.co/NWl1suKZ""take care mga palawenos",2.76E17,103323480, ebmabz01
 Wed Dec 05 00:56:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PrimyCk It's time for clean up. This man is scraping mud from their property http://t.co/HvQMgmFl #PabloPH,2.76E17,15872418, ABSCBNNews
 Wed Dec 05 00:56:59 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @primyck: CDO residents making breakfast along the road because their homes are still knee-deep in mud http://t.co/i6HNyxyR #PabloPH,2.76E17,15872418, ABSCBNNews
 Wed Dec 05 00:49:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @weathernetwork: Typhoon #Bopha strongest to hit Philippines in 22 years: http://t.co/XqMltqQY,2.76E17,441620559, Lexi_Michaels
 Wed Dec 05 00:57:17 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Pablo (#Bopha) leaves Compostela Valley with 43 dead 9 missing in flash floods. http://t.co/nUea86kc -@gmanews (@Earl1901),2.76E17,79995671, Earl1901
 Wed Dec 05 00:57:36 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @rapplerdotcom: #PabloPH kills 23 in Davao Oriental town http://t.co/icW87LGZ,2.76E17,35189868, kimchimeal
 Wed Dec 05 00:59:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @primyck: The streets in many areas in CDO look like this today. http://t.co/3jovomxu #PabloPH,2.76E17,15872418, ABSCBNNews
